problem_index,rigorous_score,expected_json,predicted_json,full_prediction_text,sanitized_predicted_json,sanitized_expected_json,new_rigorous_score,score_difference
214,1.0,"{""L1"": ""4*12=48"", ""L2"": ""48-6=42"", ""L3"": ""3*12=36"", ""L4"": ""42-36=6"", ""FA"": """"}","{""L1"": ""4*12=48"", ""L2"": ""48-6=42"", ""L3"": ""3*12=36"", ""L4"": ""42-36=6"", ""FA"": """"}","{
  ""L1"": ""4*12=48"",
  ""L2"": ""48-6=42"",
  ""L3"": ""3*12=36"",
  ""L4"": ""42-36=6"",
  ""FA"": """"
}","{'L1': '4*12=48', 'L2': '48-6=42', 'L3': '3*12=36', 'L4': '42-36=6', 'FA': ''}","{'L1': '4*12=48', 'L2': '48-6=42', 'L3': '3*12=36', 'L4': '42-36=6', 'FA': ''}",1.0,0.0
834,1.0,"{""L1"": ""12+6=18"", ""L2"": ""20+18=38"", ""FA"": """"}","{""L1"": ""12+6=18"", ""L2"": ""20+18=38"", ""FA"": """"}","{
  ""L1"": ""12+6=18"",
  ""L2"": ""20+18=38"",
  ""FA"": """"
}","{'L1': '12+6=18', 'L2': '20+18=38', 'FA': ''}","{'L1': '12+6=18', 'L2': '20+18=38', 'FA': ''}",1.0,0.0
3414,1.0,"{""L1"": ""3*4=12"", ""FA"": """"}","{""L1"": ""3*4=12"", ""FA"": """"}","{
  ""L1"": ""3*4=12"",
  ""FA"": """"
}","{'L1': '3*4=12', 'FA': ''}","{'L1': '3*4=12', 'FA': ''}",1.0,0.0
3536,1.0,"{""L1"": ""8*9=72"", ""L2"": ""72*2=144"", ""L3"": ""144-8=136"", ""FA"": """"}","{""L1"": ""8*9=72"", ""L2"": ""72*2=144"", ""L3"": ""144-8=136"", ""FA"": """"}","{
  ""L1"": ""8*9=72"",
  ""L2"": ""72*2=144"",
  ""L3"": ""144-8=136"",
  ""FA"": """"
}","{'L1': '8*9=72', 'L2': '72*2=144', 'L3': '144-8=136', 'FA': ''}","{'L1': '8*9=72', 'L2': '72*2=144', 'L3': '144-8=136', 'FA': ''}",1.0,0.0
6898,0.75,"{""L1"": ""100*.5=50"", ""L2"": ""100+50=150"", ""L3"": ""150/2=75"", ""L4"": ""100+150+75=325"", ""FA"": """"}","{""L1"": ""100*5=50"", ""L2"": ""100+50=150"", ""L3"": ""150/2=75"", ""L4"": ""100+150+75=325"", ""FA"": """"}","{
  ""L1"": ""100*5=50"",
  ""L2"": ""100+50=150"",
  ""L3"": ""150/2=75"",
  ""L4"": ""100+150+75=325"",
  ""FA"": """"
}","{'L1': '100*5=50', 'L2': '100+50=150', 'L3': '150/2=75', 'L4': '100+150+75=325', 'FA': ''}","{'L1': '100*.5=50', 'L2': '100+50=150', 'L3': '150/2=75', 'L4': '100+150+75=325', 'FA': ''}",0.75,0.0
4572,0.8571428571428571,"{""L1"": ""16/4=4"", ""L2"": ""4*16=64"", ""L3"": ""16*.25=4"", ""L4"": ""16+4=20"", ""L5"": ""20*2=40"", ""L6"": ""64+40=104"", ""L7"": ""104*7=728"", ""FA"": """"}","{""L1"": ""16/4=4"", ""L2"": ""4*16=64"", ""L3"": ""16*25=4"", ""L4"": ""16+4=20"", ""L5"": ""20*2=40"", ""L6"": ""64+40=104"", ""L7"": ""104*7=728"", ""FA"": """"}","{
  ""L1"": ""16/4=4"",
  ""L2"": ""4*16=64"",
  ""L3"": ""16*25=4"",
  ""L4"": ""16+4=20"",
  ""L5"": ""20*2=40"",
  ""L6"": ""64+40=104"",
  ""L7"": ""104*7=728"",
  ""FA"": """"
}","{'L1': '16/4=4', 'L2': '4*16=64', 'L3': '16*25=4', 'L4': '16+4=20', 'L5': '20*2=40', 'L6': '64+40=104', 'L7': '104*7=728', 'FA': ''}","{'L1': '16/4=4', 'L2': '4*16=64', 'L3': '16*.25=4', 'L4': '16+4=20', 'L5': '20*2=40', 'L6': '64+40=104', 'L7': '104*7=728', 'FA': ''}",0.8571428571428571,0.0
3847,0.8,"{""L1"": ""24*1=24"", ""L2"": ""0.5*20=10"", ""L3"": ""3/4*80=60"", ""L4"": ""0.1*50=5"", ""L5"": ""24+10+60+5=99"", ""FA"": """"}","{""L1"": ""1*24=24"", ""L2"": ""0.5*20=10"", ""L3"": ""3/4*80=60"", ""L4"": ""0.1*50=5"", ""L5"": ""24+10+60+5=99"", ""FA"": """"}","{
  ""L1"": ""1*24=24"",
  ""L2"": ""0.5*20=10"",
  ""L3"": ""3/4*80=60"",
  ""L4"": ""0.1*50=5"",
  ""L5"": ""24+10+60+5=99"",
  ""FA"": """"
}","{'L1': '1*24=24', 'L2': '0.5*20=10', 'L3': '3/4*80=60', 'L4': '0.1*50=5', 'L5': '24+10+60+5=99', 'FA': ''}","{'L1': '24*1=24', 'L2': '0.5*20=10', 'L3': '3/4*80=60', 'L4': '0.1*50=5', 'L5': '24+10+60+5=99', 'FA': ''}",0.8,0.0
1498,1.0,"{""L1"": ""7.5*160=1200"", ""L2"": ""25000*16/100=4000"", ""L3"": ""1200+4000=5200"", ""L4"": ""5200*95/100=4940"", ""L5"": ""5200-4940=260"", ""FA"": """"}","{""L1"": ""7.50*160=1200"", ""L2"": ""25000*16/100=4000"", ""L3"": ""1200+4000=5200"", ""L4"": ""5200*95/100=4940"", ""L5"": ""5200-4940=260"", ""FA"": """"}","{
  ""L1"": ""7.50*160=1200"",
  ""L2"": ""25000*16/100=4000"",
  ""L3"": ""1200+4000=5200"",
  ""L4"": ""5200*95/100=4940"",
  ""L5"": ""5200-4940=260"",
  ""FA"": """"
}","{'L1': '7.50*160=1200', 'L2': '25000*16/100=4000', 'L3': '1200+4000=5200', 'L4': '5200*95/100=4940', 'L5': '5200-4940=260', 'FA': ''}","{'L1': '7.5*160=1200', 'L2': '25000*16/100=4000', 'L3': '1200+4000=5200', 'L4': '5200*95/100=4940', 'L5': '5200-4940=260', 'FA': ''}",1.0,0.0
5867,1.0,"{""L1"": ""18.5*2=37"", ""L2"": ""37+63=100"", ""L3"": ""260-100=160"", ""L4"": ""160/4=40"", ""FA"": """"}","{""L1"": ""18.50*2=37"", ""L2"": ""37+63=100"", ""L3"": ""260-100=160"", ""L4"": ""160/4=40"", ""FA"": """"}","{
  ""L1"": ""18.50*2=37"",
  ""L2"": ""37+63=100"",
  ""L3"": ""260-100=160"",
  ""L4"": ""160/4=40"",
  ""FA"": """"
}","{'L1': '18.50*2=37', 'L2': '37+63=100', 'L3': '260-100=160', 'L4': '160/4=40', 'FA': ''}","{'L1': '18.5*2=37', 'L2': '37+63=100', 'L3': '260-100=160', 'L4': '160/4=40', 'FA': ''}",1.0,0.0
3790,1.0,"{""L1"": ""5*20=100"", ""L2"": ""100/2=50"", ""L3"": ""50/.5=100"", ""FA"": """"}","{""L1"": ""5*20=100"", ""L2"": ""100/2=50"", ""L3"": ""50/.5=100"", ""FA"": """"}","{
  ""L1"": ""5*20=100"",
  ""L2"": ""100/2=50"",
  ""L3"": ""50/.5=100"",
  ""FA"": """"
}","{'L1': '5*20=100', 'L2': '100/2=50', 'L3': '50/.5=100', 'FA': ''}","{'L1': '5*20=100', 'L2': '100/2=50', 'L3': '50/.5=100', 'FA': ''}",1.0,0.0
2752,0.6666666666666666,"{""L1"": ""3000/0.15=20000"", ""L2"": ""20000*0.24=4800"", ""L3"": ""20000-(3000+4800)=12200"", ""FA"": """"}","{""L1"": ""3000/0.15=20000"", ""L2"": ""20000*0.24=4800"", ""L3"": ""20000-3000-4800=12200"", ""FA"": """"}","{
  ""L1"": ""3000/0.15=20000"",
  ""L2"": ""20000*0.24=4800"",
  ""L3"": ""20000-3000-4800=12200"",
  ""FA"": """"
}","{'L1': '3000/0.15=20000', 'L2': '20000*0.24=4800', 'L3': '20000-3000-4800=12200', 'FA': ''}","{'L1': '3000/0.15=20000', 'L2': '20000*0.24=4800', 'L3': '20000-(3000+4800)=12200', 'FA': ''}",0.6666666666666666,0.0
6477,0.4,"{""L1"": ""1000-300-40=660"", ""L2"": ""5-2=3"", ""L3"": ""660/3=220"", ""L4"": ""10/4=2.50"", ""L5"": ""220/2.5=88"", ""FA"": """"}","{""L1"": ""1000-300-40=660"", ""L2"": ""5-2=3"", ""L3"": ""660/3=220/day"", ""L4"": ""10/4=2.50/house"", ""L5"": ""220/2.50=88houses/day"", ""FA"": """"}","{
  ""L1"": ""1000-300-40=660"",
  ""L2"": ""5-2=3"",
  ""L3"": ""660/3=220/day"",
  ""L4"": ""10/4=2.50/house"",
  ""L5"": ""220/2.50=88houses/day"",
  ""FA"": """"
}","{'L1': '1000-300-40=660', 'L2': '5-2=3', 'L3': '660/3=220', 'L4': '10/4=2.50', 'L5': '220/2.50=88', 'FA': ''}","{'L1': '1000-300-40=660', 'L2': '5-2=3', 'L3': '660/3=220', 'L4': '10/4=2.50', 'L5': '220/2.5=88', 'FA': ''}",1.0,0.6
3501,0.6666666666666666,"{""L1"": ""2*9=18"", ""L2"": ""24-18=6"", ""L3"": ""6/1.5=4"", ""FA"": """"}","{""L1"": ""2*9=18"", ""L2"": ""24-18=6"", ""L3"": ""6/$1.5=4"", ""FA"": """"}","{
  ""L1"": ""2*9=18"",
  ""L2"": ""24-18=6"",
  ""L3"": ""6/$1.5=4"",
  ""FA"": """"
}","{'L1': '2*9=18', 'L2': '24-18=6', 'L3': '6/1.5=4', 'FA': ''}","{'L1': '2*9=18', 'L2': '24-18=6', 'L3': '6/1.5=4', 'FA': ''}",1.0,0.33333333333333337
234,1.0,"{""L1"": ""7-4.2-2.05=0.75"", ""L2"": ""0.75-0.25-0.10=0.40"", ""L3"": ""0.40/0.05=8"", ""FA"": """"}","{""L1"": ""7-4.20-2.05=0.75"", ""L2"": ""0.75-0.25-0.10=0.40"", ""L3"": ""0.40/0.05=8"", ""FA"": """"}","{
  ""L1"": ""7-4.20-2.05=0.75"",
  ""L2"": ""0.75-0.25-0.10=0.40"",
  ""L3"": ""0.40/0.05=8"",
  ""FA"": """"
}","{'L1': '7-4.20-2.05=0.75', 'L2': '0.75-0.25-0.10=0.40', 'L3': '0.40/0.05=8', 'FA': ''}","{'L1': '7-4.2-2.05=0.75', 'L2': '0.75-0.25-0.10=0.40', 'L3': '0.40/0.05=8', 'FA': ''}",1.0,0.0
5956,1.0,"{""L1"": ""150*2=300"", ""L2"": ""300/15=20"", ""L3"": ""0.90*20=18"", ""L4"": ""50+18=68"", ""L5"": ""90-68=22"", ""FA"": """"}","{""L1"": ""150*2=300"", ""L2"": ""300/15=20"", ""L3"": ""0.90*20=18"", ""L4"": ""50+18=68"", ""L5"": ""90-68=22"", ""FA"": """"}","{
  ""L1"": ""150*2=300"",
  ""L2"": ""300/15=20"",
  ""L3"": ""0.90*20=18"",
  ""L4"": ""50+18=68"",
  ""L5"": ""90-68=22"",
  ""FA"": """"
}","{'L1': '150*2=300', 'L2': '300/15=20', 'L3': '0.90*20=18', 'L4': '50+18=68', 'L5': '90-68=22', 'FA': ''}","{'L1': '150*2=300', 'L2': '300/15=20', 'L3': '0.90*20=18', 'L4': '50+18=68', 'L5': '90-68=22', 'FA': ''}",1.0,0.0
7237,1.0,"{""L1"": ""10/2=5.00"", ""L2"": ""5.00*8=40.00"", ""L3"": ""43+40=83.00"", ""FA"": """"}","{""L1"": ""10/2=5.00"", ""L2"": ""5.00*8=40.00"", ""L3"": ""43+40=83"", ""FA"": """"}","{
  ""L1"": ""10/2=5.00"",
  ""L2"": ""5.00*8=40.00"",
  ""L3"": ""43+40=83"",
  ""FA"": """"
}","{'L1': '10/2=5.00', 'L2': '5.00*8=40.00', 'L3': '43+40=83', 'FA': ''}","{'L1': '10/2=5.00', 'L2': '5.00*8=40.00', 'L3': '43+40=83.00', 'FA': ''}",1.0,0.0
7124,0.7142857142857143,"{""L1"": ""40*15/100=6"", ""L2"": ""6+40=46"", ""L3"": ""15/100*50=7.5"", ""L4"": ""50+7.5=57.5"", ""L5"": ""46*10=460"", ""L6"": ""57.5*10=575"", ""L7"": ""1035=1035"", ""FA"": """"}","{""L1"": ""15/100*40=6"", ""L2"": ""6+40=46"", ""L3"": ""15/100*50=7.5"", ""L4"": ""50+7.5=57.5"", ""L5"": ""46*10=460"", ""L6"": ""57.5*10=575"", ""L7"": ""575+460=1035"", ""FA"": """"}","{
  ""L1"": ""15/100*40=6"",
  ""L2"": ""6+40=46"",
  ""L3"": ""15/100*50=7.5"",
  ""L4"": ""50+7.5=57.5"",
  ""L5"": ""46*10=460"",
  ""L6"": ""57.5*10=575"",
  ""L7"": ""575+460=1035"",
  ""FA"": """"
}","{'L1': '15/100*40=6', 'L2': '6+40=46', 'L3': '15/100*50=7.5', 'L4': '50+7.5=57.5', 'L5': '46*10=460', 'L6': '57.5*10=575', 'L7': '575+460=1035', 'FA': ''}","{'L1': '40*15/100=6', 'L2': '6+40=46', 'L3': '15/100*50=7.5', 'L4': '50+7.5=57.5', 'L5': '46*10=460', 'L6': '57.5*10=575', 'L7': '1035=1035', 'FA': ''}",0.7142857142857143,0.0
6338,0.5,"{""L1"": ""1000*20*.01=200"", ""L2"": ""200/2=100"", ""L3"": ""200*12=2400"", ""L4"": ""2400+100+200+1000=3700"", ""FA"": """"}","{""L1"": ""1000*20*2=200"", ""L2"": ""200/2=100"", ""L3"": ""200/12*12=2400"", ""L4"": ""2400+100+200+1000=3700"", ""FA"": """"}","{
  ""L1"": ""1000*20*2=200"",
  ""L2"": ""200/2=100"",
  ""L3"": ""200/12*12=2400"",
  ""L4"": ""2400+100+200+1000=3700"",
  ""FA"": """"
}","{'L1': '1000*20*2=200', 'L2': '200/2=100', 'L3': '200/12*12=2400', 'L4': '2400+100+200+1000=3700', 'FA': ''}","{'L1': '1000*20*.01=200', 'L2': '200/2=100', 'L3': '200*12=2400', 'L4': '2400+100+200+1000=3700', 'FA': ''}",0.5,0.0
5671,1.0,"{""L1"": ""15*2=30"", ""L2"": ""6*30=180"", ""L3"": ""180/60=3"", ""L4"": ""10*1.5=15"", ""L5"": ""30+3+15=48"", ""FA"": """"}","{""L1"": ""15*2=30"", ""L2"": ""6*30=180"", ""L3"": ""180/60=3"", ""L4"": ""10*1.5=15"", ""L5"": ""30+3+15=48"", ""FA"": """"}","{
  ""L1"": ""15*2=30"",
  ""L2"": ""6*30=180"",
  ""L3"": ""180/60=3"",
  ""L4"": ""10*1.5=15"",
  ""L5"": ""30+3+15=48"",
  ""FA"": """"
}","{'L1': '15*2=30', 'L2': '6*30=180', 'L3': '180/60=3', 'L4': '10*1.5=15', 'L5': '30+3+15=48', 'FA': ''}","{'L1': '15*2=30', 'L2': '6*30=180', 'L3': '180/60=3', 'L4': '10*1.5=15', 'L5': '30+3+15=48', 'FA': ''}",1.0,0.0
6338,0.5,"{""L1"": ""1000*20*.01=200"", ""L2"": ""200/2=100"", ""L3"": ""200*12=2400"", ""L4"": ""2400+100+200+1000=3700"", ""FA"": """"}","{""L1"": ""1000*20-=200"", ""L2"": ""200/2=100"", ""L3"": ""200/12=2400"", ""L4"": ""2400+100+200+1000=3700"", ""FA"": """"}","{
  ""L1"": ""1000*20-=200"",
  ""L2"": ""200/2=100"",
  ""L3"": ""200/12=2400"",
  ""L4"": ""2400+100+200+1000=3700"",
  ""FA"": """"
}","{'L1': '1000*20-=200', 'L2': '200/2=100', 'L3': '200/12=2400', 'L4': '2400+100+200+1000=3700', 'FA': ''}","{'L1': '1000*20*.01=200', 'L2': '200/2=100', 'L3': '200*12=2400', 'L4': '2400+100+200+1000=3700', 'FA': ''}",0.5,0.0
4847,1.0,"{""L1"": ""10*1.2=12"", ""L2"": ""12*25=300"", ""L3"": ""300/100=3"", ""FA"": """"}","{""L1"": ""10*1.2=12"", ""L2"": ""12*25=300"", ""L3"": ""300/100=3"", ""FA"": """"}","{
  ""L1"": ""10*1.2=12"",
  ""L2"": ""12*25=300"",
  ""L3"": ""300/100=3"",
  ""FA"": """"
}","{'L1': '10*1.2=12', 'L2': '12*25=300', 'L3': '300/100=3', 'FA': ''}","{'L1': '10*1.2=12', 'L2': '12*25=300', 'L3': '300/100=3', 'FA': ''}",1.0,0.0
3444,0.8,"{""L1"": ""4*.50=2.00"", ""L2"": ""2*0.75=1.50"", ""L3"": ""10.25-1.25=9.00"", ""L4"": ""2+1.50+3.50+9=16.00"", ""L5"": ""20-16=4"", ""FA"": """"}","{""L1"": ""4*50=2.00"", ""L2"": ""2*0.75=1.50"", ""L3"": ""10.25-1.25=9.00"", ""L4"": ""2+1.50+3.50+9.00=16.00"", ""L5"": ""20-16=4"", ""FA"": """"}","{
  ""L1"": ""4*50=2.00"",
  ""L2"": ""2*0.75=1.50"",
  ""L3"": ""10.25-1.25=9.00"",
  ""L4"": ""2+1.50+3.50+9.00=16.00"",
  ""L5"": ""20-16=4"",
  ""FA"": """"
}","{'L1': '4*50=2.00', 'L2': '2*0.75=1.50', 'L3': '10.25-1.25=9.00', 'L4': '2+1.50+3.50+9.00=16.00', 'L5': '20-16=4', 'FA': ''}","{'L1': '4*.50=2.00', 'L2': '2*0.75=1.50', 'L3': '10.25-1.25=9.00', 'L4': '2+1.50+3.50+9=16.00', 'L5': '20-16=4', 'FA': ''}",0.8,0.0
6664,1.0,"{""L1"": ""10*1.5=15"", ""L2"": ""7*2=14"", ""L3"": ""35-15-14=6"", ""L4"": ""6/3=2"", ""FA"": """"}","{""L1"": ""10*1.5=15"", ""L2"": ""7*2=14"", ""L3"": ""35-15-14=6"", ""L4"": ""6/3=2."", ""FA"": """"}","{
  ""L1"": ""10*1.5=15"",
  ""L2"": ""7*2=14"",
  ""L3"": ""35-15-14=6"",
  ""L4"": ""6/3=2."",
  ""FA"": """"
}","{'L1': '10*1.5=15', 'L2': '7*2=14', 'L3': '35-15-14=6', 'L4': '6/3=2.', 'FA': ''}","{'L1': '10*1.5=15', 'L2': '7*2=14', 'L3': '35-15-14=6', 'L4': '6/3=2', 'FA': ''}",1.0,0.0
2943,1.0,"{""L1"": ""40*2=80"", ""L2"": ""80-30=50"", ""L3"": ""50*.3=15"", ""L4"": ""50-15=35"", ""L5"": ""35+24=59"", ""FA"": """"}","{""L1"": ""40*2=80"", ""L2"": ""80-30=50"", ""L3"": ""50*0.3=15"", ""L4"": ""50-15=35"", ""L5"": ""35+24=59"", ""FA"": """"}","{
  ""L1"": ""40*2=80"",
  ""L2"": ""80-30=50"",
  ""L3"": ""50*0.3=15"",
  ""L4"": ""50-15=35"",
  ""L5"": ""35+24=59"",
  ""FA"": """"
}","{'L1': '40*2=80', 'L2': '80-30=50', 'L3': '50*0.3=15', 'L4': '50-15=35', 'L5': '35+24=59', 'FA': ''}","{'L1': '40*2=80', 'L2': '80-30=50', 'L3': '50*.3=15', 'L4': '50-15=35', 'L5': '35+24=59', 'FA': ''}",1.0,0.0
800,1.0,"{""L1"": ""3*2=6"", ""L2"": ""2*3=6"", ""L3"": ""2*1.5=3"", ""L4"": ""2*1=2"", ""L5"": ""6+6+3+2=17"", ""L6"": ""20-17=3"", ""FA"": """"}","{""L1"": ""3*2=6"", ""L2"": ""2*3=6"", ""L3"": ""2*1.5=3"", ""L4"": ""2*1=2"", ""L5"": ""6+6+3+2=17"", ""L6"": ""20-17=3"", ""FA"": """"}","{
  ""L1"": ""3*2=6"",
  ""L2"": ""2*3=6"",
  ""L3"": ""2*1.5=3"",
  ""L4"": ""2*1=2"",
  ""L5"": ""6+6+3+2=17"",
  ""L6"": ""20-17=3"",
  ""FA"": """"
}","{'L1': '3*2=6', 'L2': '2*3=6', 'L3': '2*1.5=3', 'L4': '2*1=2', 'L5': '6+6+3+2=17', 'L6': '20-17=3', 'FA': ''}","{'L1': '3*2=6', 'L2': '2*3=6', 'L3': '2*1.5=3', 'L4': '2*1=2', 'L5': '6+6+3+2=17', 'L6': '20-17=3', 'FA': ''}",1.0,0.0
861,1.0,"{""L1"": ""8/.5=16"", ""L2"": ""16*5=80"", ""L3"": ""80*2=160"", ""FA"": """"}","{""L1"": ""8/.5=16"", ""L2"": ""16*5=80"", ""L3"": ""80*2=160"", ""FA"": """"}","{
  ""L1"": ""8/.5=16"",
  ""L2"": ""16*5=80"",
  ""L3"": ""80*2=160"",
  ""FA"": """"
}","{'L1': '8/.5=16', 'L2': '16*5=80', 'L3': '80*2=160', 'FA': ''}","{'L1': '8/.5=16', 'L2': '16*5=80', 'L3': '80*2=160', 'FA': ''}",1.0,0.0
5067,1.0,"{""L1"": ""100*100*.5=5000"", ""L2"": ""5000*150=750000"", ""L3"": ""750000*0.02=15000"", ""L4"": ""15000*3=45000"", ""FA"": """"}","{""L1"": ""100*100*.5=5000"", ""L2"": ""5000*150=750000"", ""L3"": ""750000*0.02=15000"", ""L4"": ""15000*3=45000"", ""FA"": """"}","{
  ""L1"": ""100*100*.5=5000"",
  ""L2"": ""5000*150=750000"",
  ""L3"": ""750000*0.02=15000"",
  ""L4"": ""15000*3=45000"",
  ""FA"": """"
}","{'L1': '100*100*.5=5000', 'L2': '5000*150=750000', 'L3': '750000*0.02=15000', 'L4': '15000*3=45000', 'FA': ''}","{'L1': '100*100*.5=5000', 'L2': '5000*150=750000', 'L3': '750000*0.02=15000', 'L4': '15000*3=45000', 'FA': ''}",1.0,0.0
153,1.0,"{""L1"": ""300*.75=225"", ""L2"": ""300-225=75"", ""L3"": ""120-60=60"", ""L4"": ""75+60=135"", ""FA"": """"}","{""L1"": ""300*.75=225"", ""L2"": ""300-225=75"", ""L3"": ""120-60=60"", ""L4"": ""75+60=135"", ""FA"": """"}","{
  ""L1"": ""300*.75=225"",
  ""L2"": ""300-225=75"",
  ""L3"": ""120-60=60"",
  ""L4"": ""75+60=135"",
  ""FA"": """"
}","{'L1': '300*.75=225', 'L2': '300-225=75', 'L3': '120-60=60', 'L4': '75+60=135', 'FA': ''}","{'L1': '300*.75=225', 'L2': '300-225=75', 'L3': '120-60=60', 'L4': '75+60=135', 'FA': ''}",1.0,0.0
1012,1.0,"{""L1"": ""157000+499000+125000=781000"", ""L2"": ""781000*0.02=15620"", ""FA"": """"}","{""L1"": ""157000+499000+125000=781000"", ""L2"": ""781000*0.02=15620"", ""FA"": """"}","{
  ""L1"": ""157000+499000+125000=781000"",
  ""L2"": ""781000*0.02=15620"",
  ""FA"": """"
}","{'L1': '157000+499000+125000=781000', 'L2': '781000*0.02=15620', 'FA': ''}","{'L1': '157000+499000+125000=781000', 'L2': '781000*0.02=15620', 'FA': ''}",1.0,0.0
1043,1.0,"{""L1"": ""2500+3500+2000=8000"", ""L2"": ""8000*.1=800"", ""L3"": ""8000-800=7200"", ""FA"": """"}","{""L1"": ""2500+3500+2000=8000"", ""L2"": ""8000*.1=800"", ""L3"": ""8000-800=7200"", ""FA"": """"}","{
  ""L1"": ""2500+3500+2000=8000"",
  ""L2"": ""8000*.1=800"",
  ""L3"": ""8000-800=7200"",
  ""FA"": """"
}","{'L1': '2500+3500+2000=8000', 'L2': '8000*.1=800', 'L3': '8000-800=7200', 'FA': ''}","{'L1': '2500+3500+2000=8000', 'L2': '8000*.1=800', 'L3': '8000-800=7200', 'FA': ''}",1.0,0.0
4070,1.0,"{""L1"": ""12+8=20"", ""L2"": ""20*7=140"", ""L3"": ""140*0.10=14"", ""L4"": ""140-14=126"", ""L5"": ""10*7=70"", ""L6"": ""126-70=56"", ""FA"": """"}","{""L1"": ""12+8=20"", ""L2"": ""20*7=140"", ""L3"": ""140*0.10=14"", ""L4"": ""140-14=126"", ""L5"": ""10*7=70"", ""L6"": ""126-70=56"", ""FA"": """"}","{
  ""L1"": ""12+8=20"",
  ""L2"": ""20*7=140"",
  ""L3"": ""140*0.10=14"",
  ""L4"": ""140-14=126"",
  ""L5"": ""10*7=70"",
  ""L6"": ""126-70=56"",
  ""FA"": """"
}","{'L1': '12+8=20', 'L2': '20*7=140', 'L3': '140*0.10=14', 'L4': '140-14=126', 'L5': '10*7=70', 'L6': '126-70=56', 'FA': ''}","{'L1': '12+8=20', 'L2': '20*7=140', 'L3': '140*0.10=14', 'L4': '140-14=126', 'L5': '10*7=70', 'L6': '126-70=56', 'FA': ''}",1.0,0.0
4029,1.0,"{""L1"": ""100*1.80=180.00"", ""L2"": ""1.50-.90=.60"", ""L3"": ""180/.60=300"", ""FA"": """"}","{""L1"": ""100*1.8=180.00"", ""L2"": ""1.50-0.90=0.60"", ""L3"": ""180.00/0.60=300"", ""FA"": """"}","{
  ""L1"": ""100*1.8=180.00"",
  ""L2"": ""1.50-0.90=0.60"",
  ""L3"": ""180.00/0.60=300"",
  ""FA"": """"
}","{'L1': '100*1.8=180.00', 'L2': '1.50-0.90=0.60', 'L3': '180.00/0.60=300', 'FA': ''}","{'L1': '100*1.80=180.00', 'L2': '1.50-.90=.60', 'L3': '180/.60=300', 'FA': ''}",1.0,0.0
4822,0.75,"{""L1"": ""500*.8=400"", ""L2"": ""500-400=100"", ""L3"": ""200-50=150"", ""L4"": ""100+150=250"", ""FA"": """"}","{""L1"": ""500*8=400"", ""L2"": ""500-400=100"", ""L3"": ""200-50=150"", ""L4"": ""100+150=250"", ""FA"": """"}","{
  ""L1"": ""500*8=400"",
  ""L2"": ""500-400=100"",
  ""L3"": ""200-50=150"",
  ""L4"": ""100+150=250"",
  ""FA"": """"
}","{'L1': '500*8=400', 'L2': '500-400=100', 'L3': '200-50=150', 'L4': '100+150=250', 'FA': ''}","{'L1': '500*.8=400', 'L2': '500-400=100', 'L3': '200-50=150', 'L4': '100+150=250', 'FA': ''}",0.75,0.0
6930,1.0,"{""L1"": ""1.75+1.25=3"", ""L2"": ""9-3=6"", ""FA"": """"}","{""L1"": ""1.75+1.25=3"", ""L2"": ""9-3=6"", ""FA"": """"}","{
  ""L1"": ""1.75+1.25=3"",
  ""L2"": ""9-3=6"",
  ""FA"": """"
}","{'L1': '1.75+1.25=3', 'L2': '9-3=6', 'FA': ''}","{'L1': '1.75+1.25=3', 'L2': '9-3=6', 'FA': ''}",1.0,0.0
7304,1.0,"{""L1"": ""50+10=60"", ""L2"": ""60*20=1200"", ""L3"": ""2400-1200=1200"", ""L4"": ""1200/50=24"", ""L5"": ""20+24=44"", ""FA"": """"}","{""L1"": ""50+10=60"", ""L2"": ""60*20=1200"", ""L3"": ""2400-1200=1200"", ""L4"": ""1200/50=24"", ""L5"": ""20+24=44"", ""FA"": """"}","{
  ""L1"": ""50+10=60"",
  ""L2"": ""60*20=1200"",
  ""L3"": ""2400-1200=1200"",
  ""L4"": ""1200/50=24"",
  ""L5"": ""20+24=44"",
  ""FA"": """"
}","{'L1': '50+10=60', 'L2': '60*20=1200', 'L3': '2400-1200=1200', 'L4': '1200/50=24', 'L5': '20+24=44', 'FA': ''}","{'L1': '50+10=60', 'L2': '60*20=1200', 'L3': '2400-1200=1200', 'L4': '1200/50=24', 'L5': '20+24=44', 'FA': ''}",1.0,0.0
2538,1.0,"{""L1"": ""30*2=60"", ""L2"": ""60/5=12"", ""L3"": ""30/5=6"", ""L4"": ""12-6=6"", ""FA"": """"}","{""L1"": ""30*2=60"", ""L2"": ""60/5=12"", ""L3"": ""30/5=6"", ""L4"": ""12-6=6"", ""FA"": """"}","{
  ""L1"": ""30*2=60"",
  ""L2"": ""60/5=12"",
  ""L3"": ""30/5=6"",
  ""L4"": ""12-6=6"",
  ""FA"": """"
}","{'L1': '30*2=60', 'L2': '60/5=12', 'L3': '30/5=6', 'L4': '12-6=6', 'FA': ''}","{'L1': '30*2=60', 'L2': '60/5=12', 'L3': '30/5=6', 'L4': '12-6=6', 'FA': ''}",1.0,0.0
