answer,erroneous_line_number,error_type,explanation,filepath,index,question,wrong_answer,error_reason,source_catalog,tier,model,correct_trace_generated,target_variable,correct_value,flawed_value,repro_seed,date_utc,time_utc
,L3,generate_decimal_shift_error,"The result of this computation should be 2.75, not 27.5. It appears the decimal point was misplaced.",data/computational-errors-generated/tier5/3842/google_gemini-2.5-flash_combined_coefficient_generate_decimal_shift_error.json,3842,,"Combining like terms we get X*27.5 + 10 = $340.
Subtracting 10 from both sides we get X*27.5 = $330.
Dividing both sides by 27.5 we get X = $12.
#### 12",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,combined_coefficient,2.75,27.5,15959041643061344395,2025-07-23,15:36:55
,L5,generate_digit_transposition_error,"The result of this computation should be 120, not 102. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/3842/google_gemini-2.5-flash_price_of_pants_generate_digit_transposition_error.json,3842,,"Combining like terms we get X*2.75 + 10 = $340.
Subtracting 10 from both sides we get X*2.75 = $330.
Dividing both sides by 2.75 we get X = $102.
#### 102",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,price_of_pants,120,102,3521593392758196870,2025-07-23,15:36:55
,L3,generate_off_by_n_error,"The result of this computation should be 5, not 6. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/3915/google_gemini-2.5-flash_shots_blocked_third_period_generate_off_by_n_error.json,3915,,"In the second period, he blocked 2 * 4 = <<2*4=8>>8 shots.
In the third period, he blocked 8 - 3 = <<8-3=6>>6 shots.
In the whole game, he blocked 4 + 8 + 6 + F = 18 + F = 21 shots.
Thus, Jordan blocked F = 21 - 18 = <<21-18=3>>3 shots in the fourth period.
#### 3",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,shots_blocked_third_period,5,6,-11803165225465365964,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 17, not 13. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/3915/google_gemini-2.5-flash_sum_known_periods_generate_off_by_n_error.json,3915,,"In the second period, he blocked 2 * 4 = <<2*4=8>>8 shots.
In the third period, he blocked 8 - 3 = <<8-3=5>>5 shots.
In the whole game, he blocked 4 + 8 + 5 + F = 13 + F = 21 shots.
Thus, Jordan blocked F = 21 - 13 = <<21-13=8>>8 shots in the fourth period.
#### 8",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,sum_known_periods,17,13,-17084179635895307397,2025-07-23,15:36:55
,L5,generate_off_by_n_error,"The result of this computation should be 4, not 7. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/3915/google_gemini-2.5-flash_shots_blocked_fourth_period_generate_off_by_n_error.json,3915,,"In the second period, he blocked 2 * 4 = <<2*4=8>>8 shots.
In the third period, he blocked 8 - 3 = <<8-3=5>>5 shots.
In the whole game, he blocked 4 + 8 + 5 + F = 17 + F = 21 shots.
Thus, Jordan blocked F = 21 - 17 = <<21-17=7>>7 shots in the fourth period.
#### 7",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,shots_blocked_fourth_period,4,7,-2939138504558664266,2025-07-23,15:36:55
,L3,generate_off_by_factor_of_10_error,"The result of this computation should be 1200, not 120. It appears a zero was dropped from the number.",data/computational-errors-generated/tier5/3922/google_gemini-2.5-flash_current_annual_production_from_current_monthly_generate_off_by_factor_of_10_error.json,3922,,"So 120 + 12 * Y = 1800.
12 * Y = 1800 - 120 = 1680
Y = 1680 / 12 = <<1680/12=140>>140
#### 140",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,current_annual_production_from_current_monthly,1200,120,-8110530877680569913,2025-07-23,15:36:55
,L3,generate_digit_transposition_error,"The result of this computation should be 1200, not 1020. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/3922/google_gemini-2.5-flash_current_annual_production_from_current_monthly_generate_digit_transposition_error.json,3922,,"So 1020 + 12 * Y = 1800.
12 * Y = 1800 - 1020 = 780
Y = 780 / 12 = <<780/12=65>>65
#### 65",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,current_annual_production_from_current_monthly,1200,1020,-12266097417190346348,2025-07-23,15:36:55
,L4,generate_off_by_factor_of_10_error,"The result of this computation should be 600, not 60. It appears a zero was dropped from the number.",data/computational-errors-generated/tier5/3922/google_gemini-2.5-flash_additional_annual_production_needed_generate_off_by_factor_of_10_error.json,3922,,"So 1200 + 12 * Y = 1800.
12 * Y = 1800 - 1200 = 60
Y = 60 / 12 = <<60/12=5>>5
#### 5",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,additional_annual_production_needed,600,60,-548801191109540267,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 2, not 6. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/3963/google_gemini-2.5-flash_j_coefficient_after_subtraction_generate_off_by_n_error.json,3963,,"So, J + 9 = 3J - 33
So, 9 = 6J - 33
So, 42 = 6J
Which means that John's age is J = 42 / 6 = <<42/6=7>>7
#### 7",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,j_coefficient_after_subtraction,2,6,15305477694777828352,2025-07-23,15:36:55
,L5,generate_off_by_n_error,"The result of this computation should be 42, not 40. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/3963/google_gemini-2.5-flash_constant_after_addition_generate_off_by_n_error.json,3963,,"So, J + 9 = 3J - 33
So, 9 = 2J - 33
So, 40 = 2J
Which means that John's age is J = 40 / 2 = <<40/2=20>>20
#### 20",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,constant_after_addition,42,40,3675747087355057840,2025-07-23,15:36:55
,L5,generate_digit_transposition_error,"The result of this computation should be 42, not 24. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/3963/google_gemini-2.5-flash_constant_after_addition_generate_digit_transposition_error.json,3963,,"So, J + 9 = 3J - 33
So, 9 = 2J - 33
So, 24 = 2J
Which means that John's age is J = 24 / 2 = <<24/2=12>>12
#### 12",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,constant_after_addition,42,24,-7090959224281001874,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 21, not 12. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/3963/google_gemini-2.5-flash_johns_age_generate_digit_transposition_error.json,3963,,"So, J + 9 = 3J - 33
So, 9 = 2J - 33
So, 42 = 2J
Which means that John's age is J = 42 / 2 = <<42/2=12>>12
#### 12",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,johns_age,21,12,-7937597147810446339,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 18, not 21. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/3971/google_gemini-2.5-flash_combined_monday_saturday_miles_generate_off_by_n_error.json,3971,,"Thus, on Monday and Saturday, she biked M + 2M = 3M = 30 - 12 = <<30-12=21>>21 miles.
Therefore, on Monday, Mona biked M = 21 / 3 = <<21/3=7>>7 miles.
#### 7",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,combined_monday_saturday_miles,18,21,216856361838046615,2025-07-23,15:36:55
,L4,generate_digit_transposition_error,"The result of this computation should be 18, not 81. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/3971/google_gemini-2.5-flash_combined_monday_saturday_miles_generate_digit_transposition_error.json,3971,,"Thus, on Monday and Saturday, she biked M + 2M = 3M = 30 - 12 = <<30-12=81>>81 miles.
Therefore, on Monday, Mona biked M = 81 / 3 = <<81/3=27>>27 miles.
#### 27",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,combined_monday_saturday_miles,18,81,-1757603238078489053,2025-07-23,15:36:55
,L4,generate_off_by_factor_of_10_error,"The result of this computation should be 600, not 6000. It appears an extra zero was added to the number.",data/computational-errors-generated/tier5/4094/google_gemini-2.5-flash_susan_books_generate_off_by_factor_of_10_error.json,4094,,"x = <<600=600>>600
#### 6000",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,susan_books,600,6000,2730367733074770622,2025-07-23,15:36:55
,L2,generate_stem_off_by_n_error,"The result of this computation should be 30, not 10. It appears there was a miscalculation with the digits before the final zero.",data/computational-errors-generated/tier5/4099/google_gemini-2.5-flash_copper_percentage_generate_stem_off_by_n_error.json,4099,,"Of Big Dig's output, 100 - 10 - 60 = <<100-10-60=10>>10% is nickel.
Thus, Big Dig mines R = 100 * 720 / 60 = <<100*720/60=1200>>1200 tons of ore daily.
Therefore, Big Dig mines 1200 * 10 / 100 = <<1200*10/100=120>>120 tons of copper daily.
#### 120",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,copper_percentage,30,10,7932853376506764773,2025-07-23,15:36:55
,L4,generate_off_by_factor_of_10_error,"The result of this computation should be 1200, not 120. It appears a zero was dropped from the number.",data/computational-errors-generated/tier5/4099/google_gemini-2.5-flash_total_ore_output_generate_off_by_factor_of_10_error.json,4099,,"Of Big Dig's output, 100 - 10 - 60 = <<100-10-60=30>>30% is nickel.
Thus, Big Dig mines R = 100 * 720 / 60 = <<100*720/60=120>>120 tons of ore daily.
Therefore, Big Dig mines 120 * 30 / 100 = <<120*30/100=36>>36 tons of copper daily.
#### 36",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,total_ore_output,1200,120,-8605688089113622564,2025-07-23,15:36:55
,L4,generate_digit_transposition_error,"The result of this computation should be 1200, not 2100. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4099/google_gemini-2.5-flash_total_ore_output_generate_digit_transposition_error.json,4099,,"Of Big Dig's output, 100 - 10 - 60 = <<100-10-60=30>>30% is nickel.
Thus, Big Dig mines R = 100 * 720 / 60 = <<100*720/60=2100>>2100 tons of ore daily.
Therefore, Big Dig mines 2100 * 30 / 100 = <<2100*30/100=630>>630 tons of copper daily.
#### 630",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,total_ore_output,1200,2100,1756992670021595675,2025-07-23,15:36:55
,L5,generate_digit_transposition_error,"The result of this computation should be 360, not 306. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4099/google_gemini-2.5-flash_copper_tons_daily_generate_digit_transposition_error.json,4099,,"Of Big Dig's output, 100 - 10 - 60 = <<100-10-60=30>>30% is nickel.
Thus, Big Dig mines R = 100 * 720 / 60 = <<100*720/60=1200>>1200 tons of ore daily.
Therefore, Big Dig mines 1200 * 30 / 100 = <<1200*30/100=306>>306 tons of copper daily.
#### 306",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,copper_tons_daily,360,306,-4436568695541126991,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 4, not 5. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4117/google_gemini-2.5-flash_years_to_double_generate_off_by_n_error.json,4117,,"So X*2 + 22 = X + 26.
So X = 26 - 22 = <<26-22=5>>5 years.
#### 5",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,years_to_double,4,5,17726303069572557211,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 34, not 36. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4332/google_gemini-2.5-flash_two_times_bill_trips_generate_off_by_n_error.json,4332,,"Subtracting 6 from both sides, we get 2b = 36
Dividing both sides by 2, we get b = 18
Substituting that value back into j = b + 6, we get j = 18 + 6 = <<18+6=24>>24
#### 24",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,two_times_bill_trips,34,36,-11667778385167288847,2025-07-23,15:36:55
,L5,generate_digit_transposition_error,"The result of this computation should be 17, not 71. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4332/google_gemini-2.5-flash_bill_trips_generate_digit_transposition_error.json,4332,,"Subtracting 6 from both sides, we get 2b = 34
Dividing both sides by 2, we get b = 71
Substituting that value back into j = b + 6, we get j = 71 + 6 = <<71+6=77>>77
#### 77",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,bill_trips,17,71,-10589989575224374818,2025-07-23,15:36:55
,L6,generate_off_by_n_error,"The result of this computation should be 23, not 24. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4332/google_gemini-2.5-flash_jean_trips_generate_off_by_n_error.json,4332,,"Subtracting 6 from both sides, we get 2b = 34
Dividing both sides by 2, we get b = 17
Substituting that value back into j = b + 6, we get j = 17 + 6 = <<17+6=24>>24
#### 24",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,jean_trips,23,24,3332976382812688393,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 23, not 32. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4332/google_gemini-2.5-flash_jean_trips_generate_digit_transposition_error.json,4332,,"Subtracting 6 from both sides, we get 2b = 34
Dividing both sides by 2, we get b = 17
Substituting that value back into j = b + 6, we get j = 17 + 6 = <<17+6=32>>32
#### 32",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,jean_trips,23,32,1358516782896152725,2025-07-23,15:36:55
,L3,generate_off_by_n_error,"The result of this computation should be 78, not 79. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4448/google_gemini-2.5-flash_lacrosse_bottles_generate_off_by_n_error.json,4448,,"Daniel filled 11 * 6 = <<11*6=66>>66 bottles for the football team.
He filled 66 + 12 = <<66+12=79>>79 bottles for the lacrosse team.
He got water bottles for four teams, so the team coaches wanted 2 * 4 = <<2*4=8>>8 bottles.
In all, he filled 66 + 53 + 79 + 8 + R = R + 206 = 254 bottles in all.
Thus, he filled R = 254 - 206 = <<254-206=48>>48 bottles for the rugby team this season.
#### 48",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,lacrosse_bottles,78,79,5113032102388032922,2025-07-23,15:36:55
,L3,generate_digit_transposition_error,"The result of this computation should be 78, not 87. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4448/google_gemini-2.5-flash_lacrosse_bottles_generate_digit_transposition_error.json,4448,,"Daniel filled 11 * 6 = <<11*6=66>>66 bottles for the football team.
He filled 66 + 12 = <<66+12=87>>87 bottles for the lacrosse team.
He got water bottles for four teams, so the team coaches wanted 2 * 4 = <<2*4=8>>8 bottles.
In all, he filled 66 + 53 + 87 + 8 + R = R + 214 = 254 bottles in all.
Thus, he filled R = 254 - 214 = <<254-214=40>>40 bottles for the rugby team this season.
#### 40",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,lacrosse_bottles,78,87,3138572502471497254,2025-07-23,15:36:55
,L5,generate_off_by_n_error,"The result of this computation should be 205, not 206. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4448/google_gemini-2.5-flash_sum_of_known_bottles_generate_off_by_n_error.json,4448,,"Daniel filled 11 * 6 = <<11*6=66>>66 bottles for the football team.
He filled 66 + 12 = <<66+12=78>>78 bottles for the lacrosse team.
He got water bottles for four teams, so the team coaches wanted 2 * 4 = <<2*4=8>>8 bottles.
In all, he filled 66 + 53 + 78 + 8 + R = R + 206 = 254 bottles in all.
Thus, he filled R = 254 - 206 = <<254-206=48>>48 bottles for the rugby team this season.
#### 48",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,sum_of_known_bottles,205,206,-10388616088947042910,2025-07-23,15:36:55
,L5,generate_digit_transposition_error,"The result of this computation should be 205, not 250. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4448/google_gemini-2.5-flash_sum_of_known_bottles_generate_digit_transposition_error.json,4448,,"Daniel filled 11 * 6 = <<11*6=66>>66 bottles for the football team.
He filled 66 + 12 = <<66+12=78>>78 bottles for the lacrosse team.
He got water bottles for four teams, so the team coaches wanted 2 * 4 = <<2*4=8>>8 bottles.
In all, he filled 66 + 53 + 78 + 8 + R = R + 250 = 254 bottles in all.
Thus, he filled R = 254 - 250 = <<254-250=4>>4 bottles for the rugby team this season.
#### 4",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,sum_of_known_bottles,205,250,-12363075688863578578,2025-07-23,15:36:55
,L6,generate_off_by_n_error,"The result of this computation should be 49, not 44. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4448/google_gemini-2.5-flash_rugby_bottles_generate_off_by_n_error.json,4448,,"Daniel filled 11 * 6 = <<11*6=66>>66 bottles for the football team.
He filled 66 + 12 = <<66+12=78>>78 bottles for the lacrosse team.
He got water bottles for four teams, so the team coaches wanted 2 * 4 = <<2*4=8>>8 bottles.
In all, he filled 66 + 53 + 78 + 8 + R = R + 205 = 254 bottles in all.
Thus, he filled R = 254 - 205 = <<254-205=44>>44 bottles for the rugby team this season.
#### 44",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,rugby_bottles,49,44,-11369296842174834138,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 49, not 94. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4448/google_gemini-2.5-flash_rugby_bottles_generate_digit_transposition_error.json,4448,,"Daniel filled 11 * 6 = <<11*6=66>>66 bottles for the football team.
He filled 66 + 12 = <<66+12=78>>78 bottles for the lacrosse team.
He got water bottles for four teams, so the team coaches wanted 2 * 4 = <<2*4=8>>8 bottles.
In all, he filled 66 + 53 + 78 + 8 + R = R + 205 = 254 bottles in all.
Thus, he filled R = 254 - 205 = <<254-205=94>>94 bottles for the rugby team this season.
#### 94",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,rugby_bottles,49,94,-13343756442091369806,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 6, not 8. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4564/google_gemini-2.5-flash_two_times_fiona_hoodies_generate_off_by_n_error.json,4564,,"Thus, 2H = 8 - 2 = 8 hoodies.
Therefore, Fiona owns H = 8 / 2 = <<8/2=4>>4 hoodies.
#### 4",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,two_times_fiona_hoodies,6,8,-5418120749823957212,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 32, not 28. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4644/google_gemini-2.5-flash_four_times_roman_gallons_generate_off_by_n_error.json,4644,,"4R = <<28=28>>28
R = <<7=7>>7
Remy used 22 gallons of water for his shower.
#### 22",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,four_times_roman_gallons,32,28,-5899918002202394099,2025-07-23,15:36:55
,L6,generate_off_by_n_error,"The result of this computation should be 25, not 21. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4644/google_gemini-2.5-flash_remy_gallons_generate_off_by_n_error.json,4644,,"4R = <<32=32>>32
R = <<8=8>>8
Remy used 21 gallons of water for his shower.
#### 21",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,remy_gallons,25,21,372827138652951425,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 25, not 52. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4644/google_gemini-2.5-flash_remy_gallons_generate_digit_transposition_error.json,4644,,"4R = <<32=32>>32
R = <<8=8>>8
Remy used 52 gallons of water for his shower.
#### 52",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,remy_gallons,25,52,3494965491790341077,2025-07-23,15:36:55
,L8,generate_off_by_n_error,"The result of this computation should be 100, not 105. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4653/google_gemini-2.5-flash_mark_cans_generate_off_by_n_error.json,4653,,"x=<<10=10>>10
Mark: 20+8(10)=105 cans
#### 105",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,mark_cans,100,105,-8104448475729990087,2025-07-23,15:36:55
,L8,generate_off_by_factor_of_10_error,"The result of this computation should be 100, not 1000. It appears an extra zero was added to the number.",data/computational-errors-generated/tier5/4653/google_gemini-2.5-flash_mark_cans_generate_off_by_factor_of_10_error.json,4653,,"x=<<10=10>>10
Mark: 20+8(10)=1000 cans
#### 1000",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,mark_cans,100,1000,-6275777356328492320,2025-07-23,15:36:55
,,NoValidErrorsFound,,,4654,,,Missing erroneous_line_number,computational,tier5,google_gemini-2.5-flash,True,,,,,,
,L3,generate_off_by_n_error,"The result of this computation should be 16, not 20. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4683/google_gemini-2.5-flash_intermediate_sum_generate_off_by_n_error.json,4683,,"2x=20
x=<<20/2=10>>10
#### 10",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,intermediate_sum,16,20,1135513800038399654,2025-07-23,15:36:55
,,NoValidErrorsFound,,,4684,,,Missing erroneous_line_number,computational,tier5,google_gemini-2.5-flash,True,,,,,,
,L5,generate_digit_transposition_error,"The result of this computation should be 150, not 510. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4688/google_gemini-2.5-flash_shirt_price_generate_digit_transposition_error.json,4688,,"Dividing both sides by 4, we get X = $600 / 4 = $<<600/4=510>>510.
#### 510",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,shirt_price,150,510,-2083358896046451734,2025-07-23,15:36:55
,L5,generate_off_by_n_error,"The result of this computation should be 5, not 2. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4713/google_gemini-2.5-flash_combined_coefficient_generate_off_by_n_error.json,4713,,"So: 2S = 80
So the number of apples Sara ate is: S = 80 / 2= <<80/2=40>>40 apples
#### 40",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,combined_coefficient,5,2,4257932116970106247,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 16, not 61. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4713/google_gemini-2.5-flash_sara_apples_generate_digit_transposition_error.json,4713,,"So: 5S = 80
So the number of apples Sara ate is: S = 80 / 5= <<80/5=61>>61 apples
#### 61",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,sara_apples,16,61,-8258685700754556735,2025-07-23,15:36:55
,L1,generate_digit_transposition_error,"The result of this computation should be 15, not 51. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4775/google_gemini-2.5-flash_kaylee_age_in_7_years_generate_digit_transposition_error.json,4775,,"In 7 years, Kaylee will be 5 * 3 = <<5*3=51>>51 years old
x = 51 - 7
x = <<44=44>>44 years old
#### 44",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,kaylee_age_in_7_years,15,51,-5402496361323864500,2025-07-23,15:36:55
,L4,generate_off_by_n_error,"The result of this computation should be 8, not 3. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4775/google_gemini-2.5-flash_kaylee_current_age_generate_off_by_n_error.json,4775,,"In 7 years, Kaylee will be 5 * 3 = <<5*3=15>>15 years old
x = 15 - 7
x = <<3=3>>3 years old
#### 3",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,kaylee_current_age,8,3,-9090940470247968559,2025-07-23,15:36:55
,L6,generate_off_by_n_error,"The result of this computation should be 83, not 86. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4814/google_gemini-2.5-flash_num_emails_generate_off_by_n_error.json,4814,,"Dividing both sides by 10, we get m = <<10=10>>10
Substituting this value back into the equation e = 9m - 7, we get e = 9 * 10 - 7 = 90 - 7 = 86
#### 86",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,num_emails,83,86,-8489683783137661556,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 83, not 38. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4814/google_gemini-2.5-flash_num_emails_generate_digit_transposition_error.json,4814,,"Dividing both sides by 10, we get m = <<10=10>>10
Substituting this value back into the equation e = 9m - 7, we get e = 9 * 10 - 7 = 90 - 7 = 38
#### 38",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,num_emails,83,38,-5367545430000271904,2025-07-23,15:36:55
,L5,generate_digit_transposition_error,"The result of this computation should be 375, not 357. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4952/google_gemini-2.5-flash_num_adults_generate_digit_transposition_error.json,4952,,"Dividing both sides by 16 we get X = 357, the number of adults attending the concert
The number of children attending the concert is triple this number: 357 adults * 3 children/adult = <<357*3=1071>>1071 children.
The number of people attending the concert is 357 + 1071 = <<357+1071=1428>>1428 people.
#### 1428",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,num_adults,375,357,4166706324154486721,2025-07-23,15:36:55
,L6,generate_digit_transposition_error,"The result of this computation should be 1125, not 1152. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4952/google_gemini-2.5-flash_num_children_generate_digit_transposition_error.json,4952,,"Dividing both sides by 16 we get X = 375, the number of adults attending the concert
The number of children attending the concert is triple this number: 375 adults * 3 children/adult = <<375*3=1152>>1152 children.
The number of people attending the concert is 375 + 1152 = <<375+1152=1527>>1527 people.
#### 1527",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,num_children,1125,1152,-9151093045414967681,2025-07-23,15:36:55
,L7,generate_off_by_n_error,"The result of this computation should be 1500, not 1496. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/4952/google_gemini-2.5-flash_total_people_generate_off_by_n_error.json,4952,,"Dividing both sides by 16 we get X = 375, the number of adults attending the concert
The number of children attending the concert is triple this number: 375 adults * 3 children/adult = <<375*3=1125>>1125 children.
The number of people attending the concert is 375 + 1125 = <<375+1125=1496>>1496 people.
#### 1496",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,total_people,1500,1496,6444578723923361645,2025-07-23,15:36:55
,L7,generate_off_by_factor_of_10_error,"The result of this computation should be 1500, not 150. It appears a zero was dropped from the number.",data/computational-errors-generated/tier5/4952/google_gemini-2.5-flash_total_people_generate_off_by_factor_of_10_error.json,4952,,"Dividing both sides by 16 we get X = 375, the number of adults attending the concert
The number of children attending the concert is triple this number: 375 adults * 3 children/adult = <<375*3=1125>>1125 children.
The number of people attending the concert is 375 + 1125 = <<375+1125=150>>150 people.
#### 150",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,total_people,1500,150,11741210172818681654,2025-07-23,15:36:55
,L7,generate_digit_transposition_error,"The result of this computation should be 1500, not 1050. It appears two adjacent digits were swapped.",data/computational-errors-generated/tier5/4952/google_gemini-2.5-flash_total_people_generate_digit_transposition_error.json,4952,,"Dividing both sides by 16 we get X = 375, the number of adults attending the concert
The number of children attending the concert is triple this number: 375 adults * 3 children/adult = <<375*3=1125>>1125 children.
The number of people attending the concert is 375 + 1125 = <<375+1125=1050>>1050 people.
#### 1050",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,total_people,1500,1050,4470119124006825977,2025-07-23,15:36:55
,L3,generate_stem_off_by_n_error,"The result of this computation should be 40, not 20. It appears there was a miscalculation with the digits before the final zero.",data/computational-errors-generated/tier5/5099/google_gemini-2.5-flash_two_times_dogs_generate_stem_off_by_n_error.json,5099,,"Combining like terms and subtracting 20 from both sides, we get 2d = 20
Dividing both sides by 2, we get d = 20/2 = <<20/2=10>>10
The shelter therefore received 20 + 10 = <<20+10=30>>30 cats
#### 30",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,two_times_dogs,40,20,-5828188273356321896,2025-07-23,15:36:55
,L5,generate_off_by_n_error,"The result of this computation should be 40, not 39. This appears to be a minor miscalculation.",data/computational-errors-generated/tier5/5099/google_gemini-2.5-flash_num_cats_generate_off_by_n_error.json,5099,,"Combining like terms and subtracting 20 from both sides, we get 2d = 40
Dividing both sides by 2, we get d = 40/2 = <<40/2=20>>20
The shelter therefore received 20 + 20 = <<20+20=39>>39 cats
#### 39",Excluded tier5 problem,computational,tier5,google_gemini-2.5-flash,True,num_cats,40,39,-5541818876499283138,2025-07-23,15:36:55
