index,tier,question,correct_answer,wrong_answer,error_type,explanation,erroneous_line_number,erroneous_line,erroneous_line_eqn,correct_answer_mapping,wrong_answer_mapping,correct_eqn_mapping,wrong_eqn_mapping,correct_answer_length,wrong_answer_length,source,error_subtype,split
929,tier4,"To make a shed in his backyard, Tom needs 1000 bricks. He can buy half of the bricks for 50% off of $.50. The other Half he needs to pay full price. How many dollars does Tom spend?","Tom can buy 1000/2=500 for half price.
He will spend $.50/2= $.25 on the half-priced bricks.
Thus, he will spend 500*$.25=$125 on the half-priced bricks.
He will spend 500*$.50=$250 on the full-priced bricks.
Thus, he will spend $125+$250=$375 total.
FINAL ANSWER: 375","Tom can buy 1000/2=500 for half price.
He will spend $.0.5/2= $0.25 on the half-priced bricks.
Thus, he will spend 500*$.0.25=$125125 on the half-priced bricks.
He will spend 500*$.0.5=$205205 on the full-priced bricks.
Thus, he will spend $125+$205=$330330 total.
FINAL ANSWER: 330",computational_error,"The result of this computation should be 250, not 205. It appears two adjacent digits were swapped.",L4,He will spend 500*$.0.5=$205205 on the full-priced bricks.,500*0.5=205,"{
  ""L1"": ""Tom can buy 1000/2=500 for half price."",
  ""L2"": ""He will spend $.50/2= $.25 on the half-priced bricks."",
  ""L3"": ""Thus, he will spend 500*$.25=$125 on the half-priced bricks."",
  ""L4"": ""He will spend 500*$.50=$250 on the full-priced bricks."",
  ""L5"": ""Thus, he will spend $125+$250=$375 total."",
  ""FA"": ""375""
}","{
  ""L1"": ""Tom can buy 1000/2=500 for half price."",
  ""L2"": ""He will spend $.0.5/2= $0.25 on the half-priced bricks."",
  ""L3"": ""Thus, he will spend 500*$.0.25=$125125 on the half-priced bricks."",
  ""L4"": ""He will spend 500*$.0.5=$205205 on the full-priced bricks."",
  ""L5"": ""Thus, he will spend $125+$205=$330330 total."",
  ""FA"": ""330""
}","{
  ""L1"": ""1000/2=500"",
  ""L2"": "".50/2=.25"",
  ""L3"": ""500*.25=125"",
  ""L4"": ""500*.50=250"",
  ""L5"": ""125+250=375"",
  ""FA"": """"
}","{
  ""L1"": ""1000/2=500"",
  ""L2"": ""0.5/2=0.25"",
  ""L3"": ""500*0.25=125"",
  ""L4"": ""500*0.5=205"",
  ""L5"": ""125+205=330"",
  ""FA"": """"
}",6,6,programmatic,generate_digit_transposition_error,train
1319,tier4,"A party of 4 order 3 dozen oysters on the half shell for $15.00 a dozen, 2 pounds of steamed shrimp for $14.00 a pound and 2 pounds of fried clams for $13.50 a pound.  If they split the bill equally, how much will they each owe?","They ordered 3 dozen oysters at $15.00 a dozen so that's 3*15 = $45.00
They ordered 2 pounds of shrimp for $14.00 a pound so that's 2*14 = $28.00
They ordered 2 pounds of fried clams for $13.50 a pound so that's 2*13.50 = $27.00
All total their bill comes to 45+28+27 = $100.00
Their bill was $100.00 and they are splitting it equally amongst 4 people so they each owe 100/4 = $25.00
FINAL ANSWER: 25","They ordered 3 dozen oysters at $15.00 a dozen so that's 3*15 = $45.00
They ordered 2 pounds of shrimp for $14.00 a pound so that's 2*14 = $28.00
They ordered 2 pounds of fried clams for $13.50 a pound so that's 2*13.50 = $26.00
All total their bill comes to 45+28+26 = $99.00
Their bill was $99.00 and they are splitting it equally amongst 4 people so they each owe 99/4 = $24.75
FINAL ANSWER: 24.75",computational_error,computational error: The cost of fried clams was calculated incorrectly as 2 * 13.50 = $26.00. The correct calculation is 2 * 13.50 = $27.00.,L3,They ordered 2 pounds of fried clams for $13.50 a pound so that's 2*13.50 = $26.00,2*13.50=26.00,"{
  ""L1"": ""They ordered 3 dozen oysters at $15.00 a dozen so that's 3*15 = $45.00"",
  ""L2"": ""They ordered 2 pounds of shrimp for $14.00 a pound so that's 2*14 = $28.00"",
  ""L3"": ""They ordered 2 pounds of fried clams for $13.50 a pound so that's 2*13.50 = $27.00"",
  ""L4"": ""All total their bill comes to 45+28+27 = $100.00"",
  ""L5"": ""Their bill was $100.00 and they are splitting it equally amongst 4 people so they each owe 100/4 = $25.00"",
  ""FA"": ""25""
}","{
  ""L1"": ""They ordered 3 dozen oysters at $15.00 a dozen so that's 3*15 = $45.00"",
  ""L2"": ""They ordered 2 pounds of shrimp for $14.00 a pound so that's 2*14 = $28.00"",
  ""L3"": ""They ordered 2 pounds of fried clams for $13.50 a pound so that's 2*13.50 = $26.00"",
  ""L4"": ""All total their bill comes to 45+28+26 = $99.00"",
  ""L5"": ""Their bill was $99.00 and they are splitting it equally amongst 4 people so they each owe 99/4 = $24.75"",
  ""FA"": ""24.75""
}","{
  ""L1"": ""3*15=45.00"",
  ""L2"": ""2*14=28.00"",
  ""L3"": ""2*13.50=27.00"",
  ""L4"": ""45+28+27=100.00"",
  ""L5"": ""100/4=25.00"",
  ""FA"": """"
}","{
  ""L1"": ""3*15=45.00"",
  ""L2"": ""2*14=28.00"",
  ""L3"": ""2*13.50=26.00"",
  ""L4"": ""45+28+26=99.00"",
  ""L5"": ""99/4=24.75"",
  ""FA"": """"
}",6,6,manual,,train
4210,tier4,"For the gala luncheon planning committee, Margaret wants to serve chicken salad sandwiches using mini croissants.  She wants there to be enough food that each person on the committee can have 2 sandwiches each.  Her bakery offers 12 minis croissants for $8.00.  There are 24 people on the committee. How much will she spend on croissants?","There are 24 people on the committee and she wants 2 sandwiches per person so that's 24*2 = 48 sandwiches
She can buy the croissants by the dozen and she needs 48 croissants so she needs 48/12 = 4 dozen croissants
A dozen croissants cost $8.00 and she needs 4 dozens so that will costs 8*4 = $32.00
FINAL ANSWER: 32","There are 24 people on the committee and she wants 2 sandwiches per person so that's 24*2 = 84 sandwiches
She can buy the croissants by the dozen and she needs 84 croissants so she needs 84/12 = 7 dozen croissants
A dozen croissants cost $8 and she needs 7 dozens so that will costs 8*7 = $56
FINAL ANSWER: 56",computational_error,"The result of this computation should be 48, not 84. It appears two adjacent digits were swapped.",L1,There are 24 people on the committee and she wants 2 sandwiches per person so that's 24*2 = 84 sandwiches,24*2=84,"{
  ""L1"": ""There are 24 people on the committee and she wants 2 sandwiches per person so that's 24*2 = 48 sandwiches"",
  ""L2"": ""She can buy the croissants by the dozen and she needs 48 croissants so she needs 48/12 = 4 dozen croissants"",
  ""L3"": ""A dozen croissants cost $8.00 and she needs 4 dozens so that will costs 8*4 = $32.00"",
  ""FA"": ""32""
}","{
  ""L1"": ""There are 24 people on the committee and she wants 2 sandwiches per person so that's 24*2 = 84 sandwiches"",
  ""L2"": ""She can buy the croissants by the dozen and she needs 84 croissants so she needs 84/12 = 7 dozen croissants"",
  ""L3"": ""A dozen croissants cost $8 and she needs 7 dozens so that will costs 8*7 = $56"",
  ""FA"": ""56""
}","{
  ""L1"": ""24*2=48"",
  ""L2"": ""48/12=4"",
  ""L3"": ""8*4=32.00"",
  ""FA"": """"
}","{
  ""L1"": ""24*2=84"",
  ""L2"": ""84/12=7"",
  ""L3"": ""8*7=56"",
  ""FA"": """"
}",4,4,programmatic,generate_digit_transposition_error,train
5650,tier4,Dustin and Sam are both reading. Dustin can read 75 pages in an hour. Sam can read 24 pages in an hour. How many more pages does Dustin read in 40 minutes compared to Sam?,"Dustin reads 1.25 pages a minute because 75 / 60 = 1.25
Dustin reads 50 pages in 40 minutes because 40 x 1.25 = 50
Sam reads .4 pages a minute because 24 / 60 = .4
Sam reads 16 pages in 40 minutes because 40 x .4 = 16
Dustin reads 34 more pages than Sam because 50 - 16 = 34
FINAL ANSWER: 34","Dustin reads 1.25 pages a minute because 75 / 60 = 1.25
Dustin reads 50 pages in 40 minutes because 40 x 1.25 = 50
Sam reads 0.4 pages a minute because 24 / 60 = 0.4
Sam reads 16 pages in 40 minutes because 40 x 0.4 = 16
Dustin reads 43 more pages than Sam because 50 - 16 = 43
FINAL ANSWER: 43",computational_error,"The result of this computation should be 34, not 43. It appears two adjacent digits were swapped.",L5,Dustin reads 43 more pages than Sam because 50 - 16 = 43,50-16=43,"{
  ""L1"": ""Dustin reads 1.25 pages a minute because 75 / 60 = 1.25"",
  ""L2"": ""Dustin reads 50 pages in 40 minutes because 40 x 1.25 = 50"",
  ""L3"": ""Sam reads .4 pages a minute because 24 / 60 = .4"",
  ""L4"": ""Sam reads 16 pages in 40 minutes because 40 x .4 = 16"",
  ""L5"": ""Dustin reads 34 more pages than Sam because 50 - 16 = 34"",
  ""FA"": ""34""
}","{
  ""L1"": ""Dustin reads 1.25 pages a minute because 75 / 60 = 1.25"",
  ""L2"": ""Dustin reads 50 pages in 40 minutes because 40 x 1.25 = 50"",
  ""L3"": ""Sam reads 0.4 pages a minute because 24 / 60 = 0.4"",
  ""L4"": ""Sam reads 16 pages in 40 minutes because 40 x 0.4 = 16"",
  ""L5"": ""Dustin reads 43 more pages than Sam because 50 - 16 = 43"",
  ""FA"": ""43""
}","{
  ""L1"": ""75/60=1.25"",
  ""L2"": ""40*1.25=50"",
  ""L3"": ""24/60=.4"",
  ""L4"": ""40*.4=16"",
  ""L5"": ""34=34"",
  ""FA"": """"
}","{
  ""L1"": ""75/60=1.25"",
  ""L2"": ""40*1.25=50"",
  ""L3"": ""24/60=0.4"",
  ""L4"": ""40*0.4=16"",
  ""L5"": ""50-16=43"",
  ""FA"": """"
}",6,6,programmatic,generate_digit_transposition_error,test
4649,tier4,A machine fills 150 cans of paint every 8 minutes. How many minutes does it take this machine to fill 675 cans?,"To know how many groups of 150 cans there are in 675 cans, we calculate 675 / 150 = 4.5.
For each of these groups, 8 minutes are needed, so it takes 8 * 4.5 = 36 minutes.
FINAL ANSWER: 36","To know how many groups of 150 cans there are in 675 cans, we calculate 675 / 150 = 4.5.
For each of these groups, 8 minutes are needed, so it takes 8 * 4.5 = 63 minutes.
FINAL ANSWER: 63",computational_error,"The result of this computation should be 36, not 63. It appears two adjacent digits were swapped.",L2,"For each of these groups, 8 minutes are needed, so it takes 8 * 4.5 = 63 minutes.",8*4.5=63,"{
  ""L1"": ""To know how many groups of 150 cans there are in 675 cans, we calculate 675 / 150 = 4.5."",
  ""L2"": ""For each of these groups, 8 minutes are needed, so it takes 8 * 4.5 = 36 minutes."",
  ""FA"": ""36""
}","{
  ""L1"": ""To know how many groups of 150 cans there are in 675 cans, we calculate 675 / 150 = 4.5."",
  ""L2"": ""For each of these groups, 8 minutes are needed, so it takes 8 * 4.5 = 63 minutes."",
  ""FA"": ""63""
}","{
  ""L1"": ""675/150=4.5"",
  ""L2"": ""8*4.5=36"",
  ""FA"": """"
}","{
  ""L1"": ""675/150=4.5"",
  ""L2"": ""8*4.5=63"",
  ""FA"": """"
}",3,3,programmatic,generate_digit_transposition_error,train
3220,tier4,"Tom takes medication to help him sleep.  He takes 2 pills every day before bed.  He needs to go to the doctor every 6 months to get a new prescription and a visit to the doctor costs $400.  The medication costs $5 per pill, but insurance covers 80% of that cost.  How much does he pay a year for everything?","He sees the doctor 12/6=2 times a year
So he pays 400*2=$800 for doctor visits
The cost of the pill is 5*2=$10 per night
But insurance covers 10*.8=$8
So he pays 10-8=$2 per night
So he pays 2*365=$730 a year
SSo his total cost is 800+730=$1530 a year
FINAL ANSWER: 1530","He sees the doctor 12/6=2 times a year
So he pays 400*2=$8000 for doctor visits
The cost of the pill is 5*2=$10 per night
But insurance covers 10*0.8=$8
So he pays 10-8=$2 per night
So he pays 2*365=$730 a year
SSo his total cost is 8000+730=$8730 a year
FINAL ANSWER: 8730",computational_error,"The result of this computation should be 800, not 8000. It appears an extra zero was added to the number.",L2,So he pays 400*2=$8000 for doctor visits,400*2=8000,"{
  ""L1"": ""He sees the doctor 12/6=2 times a year"",
  ""L2"": ""So he pays 400*2=$800 for doctor visits"",
  ""L3"": ""The cost of the pill is 5*2=$10 per night"",
  ""L4"": ""But insurance covers 10*.8=$8"",
  ""L5"": ""So he pays 10-8=$2 per night"",
  ""L6"": ""So he pays 2*365=$730 a year"",
  ""L7"": ""SSo his total cost is 800+730=$1530 a year"",
  ""FA"": ""1530""
}","{
  ""L1"": ""He sees the doctor 12/6=2 times a year"",
  ""L2"": ""So he pays 400*2=$8000 for doctor visits"",
  ""L3"": ""The cost of the pill is 5*2=$10 per night"",
  ""L4"": ""But insurance covers 10*0.8=$8"",
  ""L5"": ""So he pays 10-8=$2 per night"",
  ""L6"": ""So he pays 2*365=$730 a year"",
  ""L7"": ""SSo his total cost is 8000+730=$8730 a year"",
  ""FA"": ""8730""
}","{
  ""L1"": ""12/6=2"",
  ""L2"": ""400*2=800"",
  ""L3"": ""5*2=10"",
  ""L4"": ""10*.8=8"",
  ""L5"": ""10-8=2"",
  ""L6"": ""2*365=730"",
  ""L7"": ""800+730=1530"",
  ""FA"": """"
}","{
  ""L1"": ""12/6=2"",
  ""L2"": ""400*2=8000"",
  ""L3"": ""5*2=10"",
  ""L4"": ""10*0.8=8"",
  ""L5"": ""10-8=2"",
  ""L6"": ""2*365=730"",
  ""L7"": ""8000+730=8730"",
  ""FA"": """"
}",8,8,programmatic,generate_off_by_factor_of_10_error,train
562,tier4,"Joy fosters dogs.  The mom foster dog eats 1.5 cups of food, three times a day.  The puppies each eat 1/2 cup of food, twice a day.  There are 5 puppies.  How much food will Joy need for the next 6 days?","The mom dog eats 1.5 cups of food * 3 = 4.5 cups per day.
For 6 days the mom dog will need 6 * 4.5 cups = 27 cups of food.
The puppies eat 1/2 cup of food * 2 = 1 cup per day.
There are 5 puppies * 1 cup = 5 cups per day for the puppies.
For the 6 days, the puppies will need 5 cups * 6 = 30 cups of food.
Combined the dogs will need 27 cups + 30 cups = 57 cups.
FINAL ANSWER: 57","The mom dog eats 1.5 cups of food * 3 = 4.5 cups per day.
For 6 days the mom dog will need 6 * 4.5 cups = 72 cups of food.
The puppies eat 1/2 cup of food * 2 = 1 cup per day.
There are 5 puppies * 1 cup = 5 cups per day for the puppies.
For the 6 days, the puppies will need 5 cups * 6 = 30 cups of food.
Combined the dogs will need 72 cups + 30 cups = 102 cups.
FINAL ANSWER: 102",computational_error,"The result of this computation should be 27, not 72. It appears two adjacent digits were swapped.",L2,For 6 days the mom dog will need 6 * 4.5 cups = 72 cups of food.,6*4.5=72,"{
  ""L1"": ""The mom dog eats 1.5 cups of food * 3 = 4.5 cups per day."",
  ""L2"": ""For 6 days the mom dog will need 6 * 4.5 cups = 27 cups of food."",
  ""L3"": ""The puppies eat 1/2 cup of food * 2 = 1 cup per day."",
  ""L4"": ""There are 5 puppies * 1 cup = 5 cups per day for the puppies."",
  ""L5"": ""For the 6 days, the puppies will need 5 cups * 6 = 30 cups of food."",
  ""L6"": ""Combined the dogs will need 27 cups + 30 cups = 57 cups."",
  ""FA"": ""57""
}","{
  ""L1"": ""The mom dog eats 1.5 cups of food * 3 = 4.5 cups per day."",
  ""L2"": ""For 6 days the mom dog will need 6 * 4.5 cups = 72 cups of food."",
  ""L3"": ""The puppies eat 1/2 cup of food * 2 = 1 cup per day."",
  ""L4"": ""There are 5 puppies * 1 cup = 5 cups per day for the puppies."",
  ""L5"": ""For the 6 days, the puppies will need 5 cups * 6 = 30 cups of food."",
  ""L6"": ""Combined the dogs will need 72 cups + 30 cups = 102 cups."",
  ""FA"": ""102""
}","{
  ""L1"": ""1.5*3=4.5"",
  ""L2"": ""6*4.5=27"",
  ""L3"": ""1/2*2=1"",
  ""L4"": ""5*1=5"",
  ""L5"": ""5*6=30"",
  ""L6"": ""27+30=57"",
  ""FA"": """"
}","{
  ""L1"": ""1.5*3=4.5"",
  ""L2"": ""6*4.5=72"",
  ""L3"": ""1/2*2=1"",
  ""L4"": ""5*1=5"",
  ""L5"": ""5*6=30"",
  ""L6"": ""72+30=102"",
  ""FA"": """"
}",7,7,programmatic,generate_digit_transposition_error,train
886,tier4,"Jack went to a supermarket with $100 and bought 4 bottles of water. Then his mother called him and asked him to buy twice as many bottles as he already bought. Each bottle cost $2. Finally, he also bought half a pound of cheese and 1 pound of cheese costs $10. How much money does Jack have remaining?","Jack's mother asked him to buy 2 * 4 = 8 bottles of water.
Thus Jack bought 4 + 8 = 12 bottles of water in total.
Altogether, the bottles of water cost 12 * $2 = $24.
The cheese cost 1/2 * $10 = $5.
So Jack spent $24 + $5 = $29 on water and cheese.
Since he started with $100, he now has $100 - $29 = $71 left.
FINAL ANSWER: 71","Jack's mother asked him to buy 2 * 4 = 8 bottles of water.
Thus Jack bought 4 + 8 = 21 bottles of water in total.
Altogether, the bottles of water cost 21 * $2 = $42.
The cheese cost 1/2 * $10 = $5.
So Jack spent $42 + $5 = $47 on water and cheese.
Since he started with $100, he now has $100 - $47 = $53 left.
FINAL ANSWER: 53",computational_error,"The result of this computation should be 12, not 21. It appears two adjacent digits were swapped.",L2,Thus Jack bought 4 + 8 = 21 bottles of water in total.,4+8=21,"{
  ""L1"": ""Jack's mother asked him to buy 2 * 4 = 8 bottles of water."",
  ""L2"": ""Thus Jack bought 4 + 8 = 12 bottles of water in total."",
  ""L3"": ""Altogether, the bottles of water cost 12 * $2 = $24."",
  ""L4"": ""The cheese cost 1/2 * $10 = $5."",
  ""L5"": ""So Jack spent $24 + $5 = $29 on water and cheese."",
  ""L6"": ""Since he started with $100, he now has $100 - $29 = $71 left."",
  ""FA"": ""71""
}","{
  ""L1"": ""Jack's mother asked him to buy 2 * 4 = 8 bottles of water."",
  ""L2"": ""Thus Jack bought 4 + 8 = 21 bottles of water in total."",
  ""L3"": ""Altogether, the bottles of water cost 21 * $2 = $42."",
  ""L4"": ""The cheese cost 1/2 * $10 = $5."",
  ""L5"": ""So Jack spent $42 + $5 = $47 on water and cheese."",
  ""L6"": ""Since he started with $100, he now has $100 - $47 = $53 left."",
  ""FA"": ""53""
}","{
  ""L1"": ""2*4=8"",
  ""L2"": ""4+8=12"",
  ""L3"": ""12*2=24"",
  ""L4"": ""10*0.5=5"",
  ""L5"": ""24+5=29"",
  ""L6"": ""100-29=71"",
  ""FA"": """"
}","{
  ""L1"": ""2*4=8"",
  ""L2"": ""4+8=21"",
  ""L3"": ""21*2=42"",
  ""L4"": ""10*0.5=5"",
  ""L5"": ""42+5=47"",
  ""L6"": ""100-47=53"",
  ""FA"": """"
}",7,7,programmatic,generate_digit_transposition_error,train
4922,tier4,James sells a $500000 house for 20% over market value.  He splits the revenue with his 3 brothers.  How much does each person get after taxes take away 10%?,"He sells the house for 1+.2=1.2 times its value
So he sells the house for 500000*1.2=600000
He splits the money 1+3=4 ways
So each person gets 600000/4=$150000 before taxes
Taxes take away 150000*.1=$15000
So each person gets 150000-15000=$135000
FINAL ANSWER: 135000","He sells the house for 1+0.2=1.2 times its value
So he sells the house for 500000*1.2=600000
He splits the money 1+3=4 ways
So each person gets 600000/4=$150000 before taxes
Taxes take away 150000*0.1=$15000
So each person gets 150000-15000=$135003
FINAL ANSWER: 135003",computational_error,"The result of this computation should be 135000, not 135003. This appears to be a minor miscalculation.",L6,So each person gets 150000-15000=$135003,150000-15000=135003,"{
  ""L1"": ""He sells the house for 1+.2=1.2 times its value"",
  ""L2"": ""So he sells the house for 500000*1.2=600000"",
  ""L3"": ""He splits the money 1+3=4 ways"",
  ""L4"": ""So each person gets 600000/4=$150000 before taxes"",
  ""L5"": ""Taxes take away 150000*.1=$15000"",
  ""L6"": ""So each person gets 150000-15000=$135000"",
  ""FA"": ""135000""
}","{
  ""L1"": ""He sells the house for 1+0.2=1.2 times its value"",
  ""L2"": ""So he sells the house for 500000*1.2=600000"",
  ""L3"": ""He splits the money 1+3=4 ways"",
  ""L4"": ""So each person gets 600000/4=$150000 before taxes"",
  ""L5"": ""Taxes take away 150000*0.1=$15000"",
  ""L6"": ""So each person gets 150000-15000=$135003"",
  ""FA"": ""135003""
}","{
  ""L1"": ""1+.2=1.2"",
  ""L2"": ""500000*1.2=600000"",
  ""L3"": ""1+3=4"",
  ""L4"": ""600000/4=150000"",
  ""L5"": ""150000*.1=15000"",
  ""L6"": ""150000-15000=135000"",
  ""FA"": """"
}","{
  ""L1"": ""1+0.2=1.2"",
  ""L2"": ""500000*1.2=600000"",
  ""L3"": ""1+3=4"",
  ""L4"": ""600000/4=150000"",
  ""L5"": ""150000*0.1=15000"",
  ""L6"": ""150000-15000=135003"",
  ""FA"": """"
}",7,7,programmatic,generate_off_by_n_error,train
6621,tier4,"The Jacksonville Walmart normally gets 120 customer complaints per day. That number increases by 1/3rd when they're short-staffed and this increases by another 20% when the self-checkout is broken. If the store was short-staffed and the self-checkout was broken for 3 days, how many complaints does the store get?","First find the number of complaints per day when the store is short-staffed: 120 complaints/day * 4/3 = 160 complaints/day
Then find the number of complaints per day when the self-checkout is broken and they're short-staffed: 160 complaints/day * 1.2 = 192 complaints/day
Then multiply the number of complaints per day by the number of days to find the total number of complaints: 192 complaints/day * 3 days = 576 complaints
FINAL ANSWER: 576","First find the number of complaints per day when the store is short-staffed: 120 complaints/day * 4/3 = 160 complaints/day
Then find the number of complaints per day when the self-checkout is broken and they're short-staffed: 160 complaints/day * 1.2 = 192 complaints/day
Then multiply the number of complaints per day by the number of days to find the total number of complaints: 192 complaints/day * 3 days = 567 complaints
FINAL ANSWER: 567",computational_error,"The result of this computation should be 576, not 567. It appears two adjacent digits were swapped.",L3,Then multiply the number of complaints per day by the number of days to find the total number of complaints: 192 complaints/day * 3 days = 567 complaints,192*3=567,"{
  ""L1"": ""First find the number of complaints per day when the store is short-staffed: 120 complaints/day * 4/3 = 160 complaints/day"",
  ""L2"": ""Then find the number of complaints per day when the self-checkout is broken and they're short-staffed: 160 complaints/day * 1.2 = 192 complaints/day"",
  ""L3"": ""Then multiply the number of complaints per day by the number of days to find the total number of complaints: 192 complaints/day * 3 days = 576 complaints"",
  ""FA"": ""576""
}","{
  ""L1"": ""First find the number of complaints per day when the store is short-staffed: 120 complaints/day * 4/3 = 160 complaints/day"",
  ""L2"": ""Then find the number of complaints per day when the self-checkout is broken and they're short-staffed: 160 complaints/day * 1.2 = 192 complaints/day"",
  ""L3"": ""Then multiply the number of complaints per day by the number of days to find the total number of complaints: 192 complaints/day * 3 days = 567 complaints"",
  ""FA"": ""567""
}","{
  ""L1"": ""120*4/3=160"",
  ""L2"": ""160*1.2=192"",
  ""L3"": ""192*3=576"",
  ""FA"": """"
}","{
  ""L1"": ""120*4/3=160"",
  ""L2"": ""160*1.2=192"",
  ""L3"": ""192*3=567"",
  ""FA"": """"
}",4,4,programmatic,generate_digit_transposition_error,train
7201,tier4,"In one day, 200 people visit The Metropolitan Museum of Art in New York City. Half of the visitors are residents of New York City. Of the NYC residents, 30% are college students. If the cost of a college student ticket is $4, how much money does the museum get from college students that are residents of NYC?","The number of visitors that are residents of NYC is 200 / 2 = 100 visitors
The number of NYC resident visitors that are college students is 100 * 0.30 = 30 visitors
The money from the college students that are residents of NYC is 30 * $4 = $120
FINAL ANSWER: 120","The number of visitors that are residents of NYC is 200 / 2 = 100 visitors
The number of NYC resident visitors that are college students is 100 * 0.3 = 30 visitors
The money from the college students that are residents of NYC is 30 * $4 = $210
FINAL ANSWER: 210",computational_error,"The result of this computation should be 120, not 210. It appears two adjacent digits were swapped.",L3,The money from the college students that are residents of NYC is 30 * $4 = $210,30*4=210,"{
  ""L1"": ""The number of visitors that are residents of NYC is 200 / 2 = 100 visitors"",
  ""L2"": ""The number of NYC resident visitors that are college students is 100 * 0.30 = 30 visitors"",
  ""L3"": ""The money from the college students that are residents of NYC is 30 * $4 = $120"",
  ""FA"": ""120""
}","{
  ""L1"": ""The number of visitors that are residents of NYC is 200 / 2 = 100 visitors"",
  ""L2"": ""The number of NYC resident visitors that are college students is 100 * 0.3 = 30 visitors"",
  ""L3"": ""The money from the college students that are residents of NYC is 30 * $4 = $210"",
  ""FA"": ""210""
}","{
  ""L1"": ""200/2=100"",
  ""L2"": ""100*0.30=30"",
  ""L3"": ""30*4=120"",
  ""FA"": """"
}","{
  ""L1"": ""200/2=100"",
  ""L2"": ""100*0.3=30"",
  ""L3"": ""30*4=210"",
  ""FA"": """"
}",4,4,programmatic,generate_digit_transposition_error,test
