problem_index,rigorous_score,expected_json,predicted_json,full_prediction_text
910,0.0,"{""L1"": ""128/2=64"", ""L2"": ""64/4=16"", ""L3"": ""16/8=2"", ""FA"": """"}","{""L1"": ""64/2=32 ounces"", ""L2"": ""16/8=2 cups"", ""L3"": ""2""}","```json
{
  ""L1"": ""64/2=32 ounces"",
  ""L2"": ""16/8=2 cups"",
  ""L3"": ""2""
}
```"
2965,0.25,"{""L1"": ""20/10=2"", ""L2"": ""20/5=4"", ""L3"": ""3*20/4=15"", ""L4"": ""2+15-2-4-1=10"", ""FA"": """"}","{""L1"": ""20 / 10 = 2 tennis balls"", ""L2"": ""20 / 5 = 4 tennis balls"", ""L3"": ""3 * 20 / 4 = 15 tennis balls"", ""L4"": ""2 + 15 - 2 - 4 - 1 = 10""}","```json
{
  ""L1"": ""20 / 10 = 2 tennis balls"",
  ""L2"": ""20 / 5 = 4 tennis balls"",
  ""L3"": ""3 * 20 / 4 = 15 tennis balls"",
  ""L4"": ""2 + 15 - 2 - 4 - 1 = 10""
}
```"
2004,1.0,"{""L1"": ""4*75=300"", ""L2"": ""80+10=90"", ""L3"": ""90+80=170"", ""L4"": ""300-170=130"", ""L5"": ""130/2=65"", ""FA"": """"}","{""L1"": ""4*75 = 300"", ""L2"": ""80+10=90"", ""L3"": ""90+80=170"", ""L4"": ""300-170=130"", ""L5"": ""130/2 = 65""}","```json
{
  ""L1"": ""4*75 = 300"",
  ""L2"": ""80+10=90"",
  ""L3"": ""90+80=170"",
  ""L4"": ""300-170=130"",
  ""L5"": ""130/2 = 65""
}
```"
1826,0.0,"{""L1"": ""5+7=12"", ""L2"": ""7*2=14"", ""L3"": ""14+12=26"", ""L4"": ""1/2*26=13"", ""L5"": ""5+7+14+13=39"", ""FA"": """"}",{},"```json
{
  ""L1"": ""12 push-ups on Monday + 7 push-ups on Tuesday = 19 push-ups on both days."",
  ""L2"": ""14 push-ups on Wednesday (twice as many as Tuesday), 14 * 2 = 28 push-ups on Wednesday."",
  ""L3"": ""26 push-ups over the first 3 days."",
  ""L4"": ""1/2 of the previous 3 days' push-ups, so 13 push-ups on Thursday."",
  ""L5"": ""5 + 7 + 14 + 13 = 39 push-ups on Friday.""
}
```"
4292,0.0,"{""L1"": ""2*4=8"", ""L2"": ""8+4=12"", ""L3"": ""12*1/4=3"", ""L4"": ""12-3=9"", ""FA"": """"}","{""L1"": ""8 + 4 = 12"", ""L2"": ""12"", ""L3"": ""3"", ""L4"": ""9""}","```json
{
  ""L1"": ""8 + 4 = 12"",
  ""L2"": ""12"",
  ""L3"": ""3"",
  ""L4"": ""9""
}
```"
6279,0.25,"{""L1"": ""2*22=44"", ""L2"": ""2*16=32"", ""L3"": ""3*7=21"", ""L4"": ""44+32+21=97"", ""FA"": """"}","{""L1"": ""2 * $22 = $44"", ""L2"": ""2 * $16 = $32"", ""L3"": ""3 * $7 = $21"", ""L4"": ""44 + 32 + 21 = 97"", ""FA"": ""97""}","```json
{
  ""L1"": ""2 * $22 = $44"",
  ""L2"": ""2 * $16 = $32"",
  ""L3"": ""3 * $7 = $21"",
  ""L4"": ""44 + 32 + 21 = 97"",
  ""FA"": ""97""
}
```"
893,1.0,"{""L1"": ""10+2=12"", ""L2"": ""12*20=240"", ""L3"": ""5*10=50"", ""L4"": ""7*5=35"", ""L5"": ""240+50+35=325"", ""FA"": """"}","{""L1"": ""10 + 2 = 12"", ""L2"": ""12 * 20 = 240"", ""L3"": ""5 * 10 = 50"", ""L4"": ""7 * 5 = 35"", ""L5"": ""240 + 50 + 35 = 325"", ""FA"": ""325""}","```json
{
  ""L1"": ""10 + 2 = 12"",
  ""L2"": ""12 * 20 = 240"",
  ""L3"": ""5 * 10 = 50"",
  ""L4"": ""7 * 5 = 35"",
  ""L5"": ""240 + 50 + 35 = 325"",
  ""FA"": ""325""
}
```"
163,0.6,"{""L1"": ""4*6=24"", ""L2"": ""15*24=360"", ""L3"": ""2*6=12"", ""L4"": ""360+12=372"", ""L5"": ""372-300=72"", ""FA"": """"}","{""L1"": ""24*6=144"", ""L2"": ""15*24=360"", ""L3"": ""2*6=12"", ""L4"": ""360+12=372"", ""L5"": ""144-300=64""}","```json
{
  ""L1"": ""24*6=144"",
  ""L2"": ""15*24=360"",
  ""L3"": ""2*6=12"",
  ""L4"": ""360+12=372"",
  ""L5"": ""144-300=64""
}
```"
3786,0.5,"{""L1"": ""23+12=35"", ""L2"": ""35-14=21"", ""FA"": """"}","{""L1"": ""23 + 12 = 35"", ""L2"": ""23 + 12 = 35"", ""FA"": ""21""}","```json
{
  ""L1"": ""23 + 12 = 35"",
  ""L2"": ""23 + 12 = 35"",
  ""FA"": ""21""
}
```"
570,0.0,"{""L1"": ""10*5=50"", ""L2"": ""3*25=75"", ""L3"": ""8*5=40"", ""L4"": ""60*1=60"", ""L5"": ""75-25=50"", ""L6"": ""50+50+40+60=200"", ""FA"": """"}","{""L1"": ""50 cents"", ""L2"": ""75"", ""L3"": ""40"", ""L4"": ""60"", ""L5"": ""50 + 50 + 40 + 60 = 200"", ""FA"": ""200""}","```json
{
  ""L1"": ""50 cents"",
  ""L2"": ""75"",
  ""L3"": ""40"",
  ""L4"": ""60"",
  ""L5"": ""50 + 50 + 40 + 60 = 200"",
  ""FA"": ""200""
}
```"
146,0.0,"{""L1"": ""22+3=25"", ""L2"": ""25-4=21"", ""L3"": ""22+25+21=68"", ""L4"": ""68*2=136"", ""FA"": """"}","{""L1"": ""25 minutes"", ""L2"": ""21 minutes"", ""L3"": ""22 + 25 + 21 = 68 minutes"", ""L4"": ""136"", ""FA"": ""136""}","```json
{
  ""L1"": ""25 minutes"",
  ""L2"": ""21 minutes"",
  ""L3"": ""22 + 25 + 21 = 68 minutes"",
  ""L4"": ""136"",
  ""FA"": ""136""
}
```"
4165,0.25,"{""L1"": ""2*2=4"", ""L2"": ""2*2*2=8"", ""L3"": ""2+4+8=14"", ""L4"": ""14*2=28"", ""FA"": """"}","{""L1"": ""2 x 2 = 4"", ""L2"": ""2 x 2 x 2 = 8"", ""L3"": ""2 + 4 + 8 = 14"", ""L4"": ""14 x 2 = 28"", ""FA"": ""28""}","```json
{
  ""L1"": ""2 x 2 = 4"",
  ""L2"": ""2 x 2 x 2 = 8"",
  ""L3"": ""2 + 4 + 8 = 14"",
  ""L4"": ""14 x 2 = 28"",
  ""FA"": ""28""
}
```"
1959,0.0,"{""L1"": ""11-2=9"", ""L2"": ""9-3=6"", ""FA"": """"}","{""L1"": ""9 - 2 = 7"", ""L2"": ""6"", ""FA"": ""6""}","```json
{
  ""L1"": ""9 - 2 = 7"",
  ""L2"": ""6"",
  ""FA"": ""6""
}
```"
4877,0.5,"{""L1"": ""12*2=24"", ""L2"": ""8-2=6"", ""L3"": ""6+8+6=20"", ""L4"": ""24-20=4"", ""FA"": """"}","{""L1"": ""12 * 2 = 24"", ""L2"": ""24 + 8 - 2 = 20"", ""L3"": ""12*20 = 240"", ""L4"": ""24 - 20 = 4""}","```json
{
  ""L1"": ""12 * 2 = 24"",
  ""L2"": ""24 + 8 - 2 = 20"",
  ""L3"": ""12*20 = 240"",
  ""L4"": ""24 - 20 = 4""
}
```"
3068,0.3333333333333333,"{""L1"": ""20-5=15"", ""L2"": ""3+7=10"", ""L3"": ""15-10=5"", ""FA"": """"}","{""L1"": ""15 - 5 = 10"", ""L2"": ""3 + 7 = 10"", ""L3"": ""10 - 5 = 5"", ""FA"": ""5""}","```json
{
  ""L1"": ""15 - 5 = 10"",
  ""L2"": ""3 + 7 = 10"",
  ""L3"": ""10 - 5 = 5"",
  ""FA"": ""5""
}
```"
